Mês,Real,Previsto,Erro,Erro %
2024-09,"3.741.932.625,00","3.902.816.771,96","-160.884.146,96","-4,30"
2024-10,"3.661.486.921,00","3.848.217.743,69","-186.730.822,69","-5,10"
2024-11,"3.974.016.241,00","3.913.353.832,22","60.662.408,78","1,53"
2024-12,"4.547.424.042,00","4.408.227.894,06","139.196.147,94","3,06"
2025-01,"3.577.950.346,00","3.781.931.996,16","-203.981.650,16","-5,70"
2025-02,"4.030.185.720,00","3.983.110.152,46","47.075.567,54","1,17"
2025-03,"4.561.730.223,00","4.016.504.951,48","545.225.271,52","11,95"
2025-04,"4.720.029.714,00","4.033.959.246,76","686.070.467,24","14,54"
2025-05,"4.349.395.094,00","4.135.020.401,89","214.374.692,11","4,93"
2025-06,"4.230.775.229,00","4.005.105.284,24","225.669.944,76","5,33"
2025-07,"4.698.454.983,00","3.973.790.437,42","724.664.545,58","15,42"
2025-08,"3.776.432.389,00","4.022.042.143,68","-245.609.754,68","-6,50"
