Mês,Real,Previsto,Erro,Erro %
2024-09,"389.952.461,50","297.570.652,95","92.381.808,55","23,69"
2024-10,"946.992.920,50","604.860.670,59","342.132.249,91","36,13"
2024-11,"222.693.358,40","245.708.596,37","-23.015.237,97","-10,33"
2024-12,"143.789.733,60","209.122.237,74","-65.332.504,14","-45,44"
2025-01,"433.534.162,30","303.658.808,27","129.875.354,03","29,96"
2025-02,"182.513.094,00","214.830.889,40","-32.317.795,40","-17,71"
2025-03,"180.361.447,50","209.976.976,12","-29.615.528,62","-16,42"
2025-04,"175.812.574,60","216.794.787,22","-40.982.212,62","-23,31"
2025-05,"173.323.529,30","211.752.726,22","-38.429.196,92","-22,17"
2025-06,"176.842.448,50","212.377.209,11","-35.534.760,61","-20,09"
2025-07,"201.753.228,60","232.200.398,04","-30.447.169,44","-15,09"
2025-08,"219.009.525,80","233.451.026,82","-14.441.501,02","-6,59"
