Mês,Real,Previsto,Erro,Erro %
2024-09,"2.162.070.375,00","2.080.451.618,95","81.618.756,05","3,78"
2024-10,"2.045.140.239,00","2.055.916.527,84","-10.776.288,84","-0,53"
2024-11,"2.848.684.189,00","2.131.279.786,20","717.404.402,80","25,18"
2024-12,"2.031.892.881,00","2.093.337.378,61","-61.444.497,61","-3,02"
2025-01,"2.160.251.736,00","2.207.660.042,82","-47.408.306,82","-2,19"
2025-02,"1.830.078.091,00","1.986.067.823,46","-155.989.732,46","-8,52"
2025-03,"1.747.704.102,00","1.996.730.579,69","-249.026.477,69","-14,25"
2025-04,"1.984.976.847,00","2.053.696.942,24","-68.720.095,24","-3,46"
2025-05,"1.881.381.190,00","2.045.614.437,12","-164.233.247,12","-8,73"
2025-06,"2.127.506.819,00","2.119.064.425,15","8.442.393,85","0,40"
2025-07,"2.221.687.786,00","2.164.272.308,31","57.415.477,69","2,58"
2025-08,"2.107.200.133,00","2.151.560.400,76","-44.360.267,76","-2,11"
