Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),71794360.70619893,"71.794.360,71"
MAE (Mean Absolute Error),43573620.12984293,"43.573.620,13"
MAPE (Mean Absolute % Error),13.717698811456808,"13,72"
