Mês,Valores_Previstos
2025-09,"1.181.183.628,80"
2025-10,"1.356.912.742,36"
2025-11,"1.368.149.356,55"
2025-12,"1.376.953.496,11"
2026-01,"1.355.840.786,24"
2026-02,"1.358.112.336,90"
2026-03,"1.311.036.920,11"
2026-04,"1.333.830.606,39"
2026-05,"1.354.116.831,65"
2026-06,"1.346.997.838,59"
2026-07,"1.321.463.241,64"
2026-08,"1.331.429.313,48"
