Mês,Real,Previsto,Erro,Erro %
2024-09,"1.049.072.569,00","1.099.032.289,02","-49.959.720,02","-4,76"
2024-10,"1.098.452.566,00","1.114.061.834,58","-15.609.268,58","-1,42"
2024-11,"1.249.757.348,00","1.212.594.679,54","37.162.668,46","2,97"
2024-12,"2.623.058.365,00","1.298.306.805,81","1.324.751.559,19","50,50"
2025-01,"1.290.077.956,00","1.189.688.220,44","100.389.735,56","7,78"
2025-02,"1.492.509.863,00","1.286.943.674,93","205.566.188,07","13,77"
2025-03,"1.292.023.574,00","1.185.221.903,02","106.801.670,98","8,27"
2025-04,"1.271.361.423,00","1.190.828.223,73","80.533.199,27","6,33"
2025-05,"1.732.970.514,00","1.249.022.997,86","483.947.516,14","27,93"
2025-06,"1.387.677.584,00","1.237.972.609,39","149.704.974,61","10,79"
2025-07,"1.162.770.065,00","1.155.946.320,23","6.823.744,77","0,59"
2025-08,"1.261.422.811,00","1.204.147.725,19","57.275.085,81","4,54"
