Mês,Real,Previsto,Erro,Erro %
2024-09,"604.047.257,90","695.641.893,95","-91.594.636,05","-15,16"
2024-10,"529.082.200,00","678.925.497,55","-149.843.297,55","-28,32"
2024-11,"636.612.582,50","680.731.129,58","-44.118.547,08","-6,93"
2024-12,"783.216.959,80","737.404.366,32","45.812.593,48","5,85"
2025-01,"626.433.546,30","713.764.112,37","-87.330.566,07","-13,94"
2025-02,"572.981.556,80","675.336.700,72","-102.355.143,92","-17,86"
2025-03,"586.335.536,10","662.590.949,87","-76.255.413,77","-13,01"
2025-04,"599.809.204,70","719.580.417,11","-119.771.212,41","-19,97"
2025-05,"719.613.136,00","729.611.341,91","-9.998.205,91","-1,39"
2025-06,"692.735.315,50","737.364.085,84","-44.628.770,34","-6,44"
2025-07,"784.376.492,40","754.940.187,80","29.436.304,60","3,75"
2025-08,"711.856.812,30","742.391.081,44","-30.534.269,14","-4,29"
