Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),1652403205.311109,"1.652.403.205,31"
MAE (Mean Absolute Error),1299663142.0277088,"1.299.663.142,03"
MAPE (Mean Absolute % Error),9.306379465600893,"9,31"
