Mês,Real,Previsto,Erro,Erro %
2024-09,"3.109.867.670,00","3.061.772.400,08","48.095.269,92","1,55"
2024-10,"2.765.903.071,00","3.045.410.429,56","-279.507.358,56","-10,11"
2024-11,"3.084.632.523,00","3.272.639.604,36","-188.007.081,36","-6,09"
2024-12,"4.592.439.553,00","3.300.968.642,14","1.291.470.910,86","28,12"
2025-01,"2.909.786.217,00","3.148.349.674,40","-238.563.457,40","-8,20"
2025-02,"3.190.961.224,00","3.222.410.283,76","-31.449.059,76","-0,99"
2025-03,"2.873.531.726,00","3.107.302.183,24","-233.770.457,24","-8,14"
2025-04,"3.369.011.726,00","3.324.010.776,16","45.000.949,84","1,34"
2025-05,"3.415.270.186,00","3.384.981.809,78","30.288.376,22","0,89"
2025-06,"3.821.108.824,00","3.221.307.157,30","599.801.666,70","15,70"
2025-07,"3.327.205.242,00","3.229.654.663,34","97.550.578,66","2,93"
2025-08,"3.402.686.893,00","3.434.571.262,87","-31.884.369,87","-0,94"
