Mês,Real,Previsto,Erro,Erro %
2024-09,"630.640.321,50","714.172.968,25","-83.532.646,75","-13,25"
2024-10,"605.923.317,70","757.515.884,35","-151.592.566,65","-25,02"
2024-11,"739.901.394,60","757.629.572,76","-17.728.178,16","-2,40"
2024-12,"929.548.169,10","849.102.919,64","80.445.249,46","8,65"
2025-01,"748.112.336,70","747.064.391,66","1.047.945,04","0,14"
2025-02,"913.387.506,10","865.721.929,59","47.665.576,51","5,22"
2025-03,"715.439.823,00","756.425.463,80","-40.985.640,80","-5,73"
2025-04,"720.214.284,00","795.252.553,57","-75.038.269,57","-10,42"
2025-05,"838.388.853,80","781.922.538,69","56.466.315,11","6,74"
2025-06,"909.542.185,40","852.956.861,76","56.585.323,64","6,22"
2025-07,"634.121.373,60","775.801.680,45","-141.680.306,85","-22,34"
2025-08,"747.954.686,90","828.273.056,49","-80.318.369,59","-10,74"
