Mês,Valores_Previstos
2025-09,"1.457.682.668,45"
2025-10,"1.463.910.042,96"
2025-11,"1.472.139.919,23"
2025-12,"1.477.794.023,61"
2026-01,"1.451.469.752,15"
2026-02,"1.454.563.704,57"
2026-03,"1.449.651.090,27"
2026-04,"1.458.059.226,12"
2026-05,"1.465.153.734,94"
2026-06,"1.447.586.292,23"
2026-07,"1.440.880.810,12"
2026-08,"1.454.380.504,66"
