Mês,Valores_Previstos
2025-09,"4.007.553,26"
2025-10,"4.095.056,68"
2025-11,"6.267.582,90"
2025-12,"5.368.734,04"
2026-01,"4.281.989,41"
2026-02,"4.040.775,47"
2026-03,"5.265.695,70"
2026-04,"4.035.755,86"
2026-05,"4.037.903,92"
2026-06,"3.889.664,27"
2026-07,"3.777.042,83"
2026-08,"4.604.985,53"
