Mês,Real,Previsto,Erro,Erro %
2024-09,"116.197.888,40","89.011.002,38","27.186.886,02","23,40"
2024-10,"114.685.786,90","90.155.618,13","24.530.168,77","21,39"
2024-11,"108.420.714,70","101.827.273,58","6.593.441,12","6,08"
2024-12,"243.612.387,80","218.532.728,75","25.079.659,05","10,29"
2025-01,"115.570.215,30","90.869.438,14","24.700.777,16","21,37"
2025-02,"110.627.332,50","89.516.734,18","21.110.598,32","19,08"
2025-03,"111.323.466,50","89.720.317,37","21.603.149,13","19,41"
2025-04,"106.732.361,70","86.549.308,38","20.183.053,32","18,91"
2025-05,"132.087.605,00","88.688.872,16","43.398.732,84","32,86"
2025-06,"125.979.679,80","89.910.535,95","36.069.143,85","28,63"
2025-07,"124.164.105,50","90.246.013,76","33.918.091,74","27,32"
2025-08,"139.388.939,90","88.405.135,37","50.983.804,53","36,58"
