Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),135291100.28469387,"135.291.100,28"
MAE (Mean Absolute Error),101478742.12223434,"101.478.742,12"
MAPE (Mean Absolute % Error),4.522654750257899,"4,52"
