Mês,Real,Previsto,Erro,Erro %
2024-09,"772.084.925,80","702.035.150,91","70.049.774,89","9,07"
2024-10,"794.619.291,20","702.486.215,87","92.133.075,33","11,59"
2024-11,"728.320.189,70","698.165.199,54","30.154.990,16","4,14"
2024-12,"746.435.629,30","699.150.271,99","47.285.357,31","6,33"
2025-01,"764.864.188,20","698.623.951,85","66.240.236,35","8,66"
2025-02,"758.665.091,80","696.017.717,67","62.647.374,13","8,26"
2025-03,"645.600.030,50","696.818.566,20","-51.218.535,70","-7,93"
2025-04,"792.800.870,60","697.519.250,39","95.281.620,21","12,02"
2025-05,"752.472.594,40","698.078.096,68","54.394.497,72","7,23"
2025-06,"732.904.520,40","698.500.813,40","34.403.707,00","4,69"
2025-07,"816.244.958,70","698.619.703,58","117.625.255,12","14,41"
2025-08,"854.045.222,60","698.728.478,81","155.316.743,79","18,19"
