Mês,Valores_Previstos
2025-09,"5.045.607.710,79"
2025-10,"5.045.122.217,21"
2025-11,"5.362.908.166,34"
2025-12,"5.852.910.463,79"
2026-01,"5.680.746.651,16"
2026-02,"5.821.442.277,21"
2026-03,"5.516.435.003,46"
2026-04,"5.421.933.747,50"
2026-05,"5.450.302.149,51"
2026-06,"5.525.332.264,15"
2026-07,"5.273.450.220,95"
2026-08,"5.622.815.289,50"
