Mês,Real,Previsto,Erro,Erro %
2024-09,"575.620.539,90","621.105.240,48","-45.484.700,58","-7,90"
2024-10,"615.357.557,00","668.756.938,32","-53.399.381,32","-8,68"
2024-11,"783.437.477,00","803.366.729,25","-19.929.252,25","-2,54"
2024-12,"880.045.964,20","854.128.804,81","25.917.159,39","2,94"
2025-01,"802.502.563,50","839.091.648,60","-36.589.085,10","-4,56"
2025-02,"1.059.037.087,00","1.040.506.331,00","18.530.756,00","1,75"
2025-03,"701.027.431,70","703.003.560,56","-1.976.128,86","-0,28"
2025-04,"714.758.540,50","754.573.933,25","-39.815.392,75","-5,57"
2025-05,"909.532.434,70","842.056.894,92","67.475.539,78","7,42"
2025-06,"925.700.890,40","820.019.831,32","105.681.059,08","11,42"
2025-07,"573.134.480,60","635.946.812,88","-62.812.332,28","-10,96"
2025-08,"751.936.534,50","753.610.420,24","-1.673.885,74","-0,22"
