Mês,Real,Previsto,Erro,Erro %
2024-09,"3.043.564,11","4.972.943,50","-1.929.379,39","-63,39"
2024-10,"4.571.169,13","5.003.578,51","-432.409,38","-9,46"
2024-11,"3.067.660,81","4.986.975,68","-1.919.314,87","-62,57"
2024-12,"15.980.010,44","6.358.880,54","9.621.129,90","60,21"
2025-01,"3.018.493,45","4.738.170,58","-1.719.677,13","-56,97"
2025-02,"2.710.152,60","4.759.289,29","-2.049.136,69","-75,61"
2025-03,"13.186.143,15","5.658.026,48","7.528.116,67","57,09"
2025-04,"5.761.357,11","5.143.396,56","617.960,55","10,73"
2025-05,"2.236.872,26","5.420.046,33","-3.183.174,07","-142,30"
2025-06,"11.055.684,16","5.552.132,05","5.503.552,11","49,78"
2025-07,"4.496.369,25","5.730.161,65","-1.233.792,40","-27,44"
2025-08,"3.260.814,86","5.892.586,35","-2.631.771,49","-80,71"
