Mês,Valores_Previstos
2025-09,"13.405.393.221,87"
2025-10,"12.956.715.381,71"
2025-11,"13.536.033.765,45"
2025-12,"15.702.202.334,61"
2026-01,"15.560.220.055,82"
2026-02,"14.155.880.163,48"
2026-03,"14.194.100.124,34"
2026-04,"14.061.618.835,97"
2026-05,"14.039.302.417,85"
2026-06,"14.027.964.982,57"
2026-07,"13.925.698.624,07"
2026-08,"14.204.422.522,31"
