Mês,Valores_Previstos
2025-09,"1.424.412.603,23"
2025-10,"1.433.191.375,69"
2025-11,"1.455.881.183,57"
2025-12,"1.469.337.228,34"
2026-01,"1.410.583.787,71"
2026-02,"1.417.239.007,45"
2026-03,"1.418.862.540,03"
2026-04,"1.430.807.800,59"
2026-05,"1.430.380.039,79"
2026-06,"1.423.064.758,27"
2026-07,"1.422.717.018,28"
2026-08,"1.427.843.084,99"
