Mês,Valores_Previstos
2025-09,"1.497.305.297,60"
2025-10,"1.498.739.569,65"
2025-11,"1.499.341.439,35"
2025-12,"1.498.163.488,99"
2026-01,"1.496.285.909,04"
2026-02,"1.496.012.206,41"
2026-03,"1.499.021.115,66"
2026-04,"1.501.525.287,65"
2026-05,"1.500.701.732,63"
2026-06,"1.503.116.741,05"
2026-07,"1.503.360.952,57"
2026-08,"1.503.316.715,90"
