Mês,Real,Previsto,Erro,Erro %
2024-09,"419.665.500,40","409.575.156,79","10.090.343,61","2,40"
2024-10,"426.867.660,40","427.701.193,41","-833.533,01","-0,20"
2024-11,"430.776.315,50","418.136.157,41","12.640.158,09","2,93"
2024-12,"520.984.547,90","521.070.614,99","-86.067,09","-0,02"
2025-01,"404.097.000,60","376.830.167,26","27.266.833,34","6,75"
2025-02,"435.399.325,40","446.194.454,42","-10.795.129,02","-2,48"
2025-03,"435.022.199,30","438.880.994,25","-3.858.794,95","-0,89"
2025-04,"423.405.496,20","459.412.774,96","-36.007.278,76","-8,50"
2025-05,"429.360.025,00","460.542.242,06","-31.182.217,06","-7,26"
2025-06,"403.973.536,00","454.984.620,83","-51.011.084,83","-12,63"
2025-07,"459.246.602,00","461.089.080,18","-1.842.478,18","-0,40"
2025-08,"436.524.477,00","467.241.803,38","-30.717.326,38","-7,04"
