Mês,Real,Previsto,Erro,Erro %
2024-09,"387.381.511,90","380.357.501,07","7.024.010,83","1,81"
2024-10,"367.208.703,80","373.578.309,91","-6.369.606,11","-1,73"
2024-11,"372.866.519,90","376.861.917,52","-3.995.397,62","-1,07"
2024-12,"718.413.546,80","636.047.123,40","82.366.423,40","11,47"
2025-01,"360.260.849,20","360.855.633,04","-594.783,84","-0,17"
2025-02,"372.251.387,10","376.850.427,27","-4.599.040,17","-1,24"
2025-03,"376.478.758,40","393.330.926,02","-16.852.167,62","-4,48"
2025-04,"378.176.264,40","369.396.892,22","8.779.372,18","2,32"
2025-05,"380.796.883,80","379.825.853,13","971.030,67","0,25"
2025-06,"379.835.641,00","372.216.967,78","7.618.673,22","2,01"
2025-07,"395.732.814,40","387.251.249,13","8.481.565,27","2,14"
2025-08,"390.994.089,40","396.336.892,70","-5.342.803,30","-1,37"
