Mês,Valores_Previstos
2025-09,"667.519.235,29"
2025-10,"684.499.001,70"
2025-11,"767.359.492,02"
2025-12,"884.899.479,89"
2026-01,"741.010.506,50"
2026-02,"880.959.290,98"
2026-03,"712.739.698,39"
2026-04,"769.192.704,69"
2026-05,"791.453.650,14"
2026-06,"809.440.922,12"
2026-07,"710.569.025,44"
2026-08,"764.229.981,62"
