Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),209305713.70511946,"209.305.713,71"
MAE (Mean Absolute Error),183500495.26353934,"183.500.495,26"
MAPE (Mean Absolute % Error),9.824138838074735,"9,82"
