Mês,Real,Previsto,Erro,Erro %
2024-09,"436.180.854,90","452.948.185,33","-16.767.330,43","-3,84"
2024-10,"452.754.528,30","507.714.314,21","-54.959.785,91","-12,14"
2024-11,"609.739.461,20","610.206.349,36","-466.888,16","-0,08"
2024-12,"679.708.721,60","638.781.471,92","40.927.249,68","6,02"
2025-01,"535.175.631,40","578.835.340,90","-43.659.709,50","-8,16"
2025-02,"806.611.655,10","736.759.307,86","69.852.347,24","8,66"
2025-03,"513.313.480,60","543.011.004,79","-29.697.524,19","-5,79"
2025-04,"509.729.620,70","557.812.412,15","-48.082.791,45","-9,43"
2025-05,"661.364.518,30","601.779.949,67","59.584.568,63","9,01"
2025-06,"721.558.981,80","605.534.515,75","116.024.466,05","16,08"
2025-07,"418.727.243,00","488.048.209,42","-69.320.966,42","-16,56"
2025-08,"573.427.488,60","597.237.501,51","-23.810.012,91","-4,15"
