Mês,Valores_Previstos
2025-09,"3.656.054.444,54"
2025-10,"3.711.743.760,31"
2025-11,"4.017.175.166,98"
2025-12,"4.240.646.745,04"
2026-01,"3.991.873.430,41"
2026-02,"3.960.123.675,29"
2026-03,"3.792.209.116,14"
2026-04,"3.803.869.456,15"
2026-05,"3.982.649.030,65"
2026-06,"4.022.455.772,29"
2026-07,"4.016.880.642,85"
2026-08,"4.014.742.466,09"
