Mês,Real,Previsto,Erro,Erro %
2024-09,"2.056.702.169,00","2.107.820.273,34","-51.118.104,34","-2,49"
2024-10,"1.911.259.862,00","2.072.709.652,55","-161.449.790,55","-8,45"
2024-11,"2.165.134.676,00","2.268.370.087,88","-103.235.411,88","-4,77"
2024-12,"3.582.862.062,00","2.243.391.560,87","1.339.470.501,13","37,39"
2025-01,"2.036.993.391,00","2.136.926.874,39","-99.933.483,39","-4,91"
2025-02,"2.206.060.483,00","2.303.542.343,90","-97.481.860,90","-4,42"
2025-03,"1.968.826.774,00","2.088.532.311,66","-119.705.537,66","-6,08"
2025-04,"2.242.426.598,00","2.176.414.026,38","66.012.571,62","2,94"
2025-05,"2.354.299.372,00","2.348.460.810,88","5.838.561,12","0,25"
2025-06,"2.796.129.189,00","2.159.499.147,40","636.630.041,60","22,77"
2025-07,"2.311.460.678,00","2.203.980.126,00","107.480.552,00","4,65"
2025-08,"2.359.028.005,00","2.400.103.420,06","-41.075.415,06","-1,74"
