Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),952714541.5833348,"952.714.541,58"
MAE (Mean Absolute Error),897941439.4558258,"897.941.439,46"
MAPE (Mean Absolute % Error),12.391390834328027,"12,39"
