Mês,Real,Previsto,Erro,Erro %
2024-09,"9.320.365.235,00","10.024.772.054,73","-704.406.819,73","-7,56"
2024-10,"12.617.856.350,00","10.025.847.546,90","2.592.008.803,10","20,54"
2024-11,"12.514.999.900,00","10.026.538.206,55","2.488.461.693,45","19,88"
2024-12,"10.581.993.780,00","10.023.956.515,65","558.037.264,35","5,27"
2025-01,"11.865.823.440,00","10.022.667.581,62","1.843.155.858,38","15,53"
2025-02,"15.049.941.860,00","10.022.070.581,52","5.027.871.278,48","33,41"
2025-03,"10.217.421.030,00","10.019.780.063,56","197.640.966,44","1,93"
2025-04,"10.520.622.230,00","10.021.018.026,40","499.604.203,60","4,75"
2025-05,"13.391.739.090,00","10.022.242.927,87","3.369.496.162,13","25,16"
2025-06,"10.701.436.140,00","10.020.721.756,34","680.714.383,66","6,36"
2025-07,"9.432.354.112,00","10.021.921.490,78","-589.567.378,78","-6,25"
2025-08,"12.024.652.700,00","10.023.123.773,79","2.001.528.926,21","16,65"
