Mês,Valores_Previstos
2025-09,"298.079.809,09"
2025-10,"320.203.059,13"
2025-11,"385.256.033,93"
2025-12,"402.363.134,28"
2026-01,"434.625.003,88"
2026-02,"527.751.935,69"
2026-03,"374.853.320,04"
2026-04,"387.496.506,96"
2026-05,"462.920.665,22"
2026-06,"458.032.840,84"
2026-07,"323.664.531,25"
2026-08,"392.619.862,83"
