Mês,Real,Previsto,Erro,Erro %
2024-09,"2.193.216.932,00","3.335.944.174,35","-1.142.727.242,35","-52,10"
2024-10,"2.883.338.384,00","3.339.989.707,25","-456.651.323,25","-15,84"
2024-11,"3.184.170.169,00","3.398.361.167,23","-214.190.998,23","-6,73"
2024-12,"3.697.175.556,00","3.630.668.874,72","66.506.681,28","1,80"
2025-01,"3.079.758.225,00","3.332.012.158,77","-252.253.933,77","-8,19"
2025-02,"3.457.936.574,00","3.482.225.320,89","-24.288.746,89","-0,70"
2025-03,"3.083.491.115,00","3.339.800.811,17","-256.309.696,17","-8,31"
2025-04,"2.900.301.672,00","3.426.462.128,23","-526.160.456,23","-18,14"
2025-05,"3.420.170.139,00","3.529.056.170,54","-108.886.031,54","-3,18"
2025-06,"3.232.407.320,00","3.477.623.124,55","-245.215.804,55","-7,59"
2025-07,"2.878.147.589,00","3.461.044.935,02","-582.897.346,02","-20,25"
2025-08,"3.301.513.167,00","3.881.243.077,19","-579.729.910,19","-17,56"
