Mês,Real,Previsto,Erro,Erro %
2024-09,"1.343.898.828,00","1.284.217.255,97","59.681.572,03","4,44"
2024-10,"1.253.214.985,00","1.242.602.387,29","10.612.597,71","0,85"
2024-11,"1.253.811.409,00","1.263.939.583,24","-10.128.174,24","-0,81"
2024-12,"2.295.733.705,00","1.984.367.747,25","311.365.957,75","13,56"
2025-01,"1.237.627.880,00","1.252.134.708,39","-14.506.828,39","-1,17"
2025-02,"1.325.431.147,00","1.349.019.865,28","-23.588.718,28","-1,78"
2025-03,"1.242.395.650,00","1.279.619.202,47","-37.223.552,47","-3,00"
2025-04,"1.408.860.254,00","1.333.397.166,08","75.463.087,92","5,36"
2025-05,"1.444.388.847,00","1.421.307.103,29","23.081.743,71","1,60"
2025-06,"1.341.029.506,00","1.374.620.097,02","-33.590.591,02","-2,50"
2025-07,"1.307.868.800,00","1.369.112.911,58","-61.244.111,58","-4,68"
2025-08,"1.343.359.484,00","1.371.357.575,37","-27.998.091,37","-2,08"
