Mês,Real,Previsto,Erro,Erro %
2024-09,"210.028.264,80","112.928.153,07","97.100.111,73","46,23"
2024-10,"141.989.961,90","132.709.293,26","9.280.668,64","6,54"
2024-11,"158.832.519,30","139.665.480,15","19.167.039,15","12,07"
2024-12,"416.212.880,70","266.830.619,86","149.382.260,84","35,89"
2025-01,"110.776.195,30","102.781.110,17","7.995.085,13","7,22"
2025-02,"81.980.872,08","78.638.138,80","3.342.733,28","4,08"
2025-03,"100.424.505,10","98.702.154,83","1.722.350,27","1,72"
2025-04,"103.087.974,40","118.594.987,50","-15.507.013,10","-15,04"
2025-05,"105.969.053,50","87.887.342,99","18.081.710,51","17,06"
2025-06,"106.035.573,10","108.024.795,10","-1.989.222,00","-1,88"
2025-07,"170.665.308,00","133.818.294,06","36.847.013,94","21,59"
2025-08,"131.394.213,50","134.913.628,29","-3.519.414,79","-2,68"
