Mês,Real,Previsto,Erro,Erro %
2024-09,"6.684.048.411,00","7.392.785.729,97","-708.737.318,97","-10,60"
2024-10,"7.039.094.415,00","7.699.238.074,67","-660.143.659,67","-9,38"
2024-11,"7.519.195.233,00","7.887.056.529,53","-367.861.296,53","-4,89"
2024-12,"8.596.059.838,00","8.745.418.737,60","-149.358.899,60","-1,74"
2025-01,"8.454.864.998,00","7.891.874.752,17","562.990.245,83","6,66"
2025-02,"8.080.380.186,00","8.072.314.919,90","8.065.266,10","0,10"
2025-03,"6.774.644.833,00","7.781.597.877,77","-1.006.953.044,77","-14,86"
2025-04,"7.096.760.819,00","8.107.073.158,05","-1.010.312.339,05","-14,24"
2025-05,"7.766.594.919,00","8.255.005.317,45","-488.410.398,45","-6,29"
2025-06,"7.764.633.726,00","8.152.341.293,49","-387.707.567,49","-4,99"
2025-07,"7.137.746.050,00","8.093.655.542,89","-955.909.492,89","-13,39"
2025-08,"7.579.282.545,00","8.443.092.071,40","-863.809.526,40","-11,40"
