Mês,Real,Previsto,Erro,Erro %
2024-09,"1.321.322.377,00","1.386.429.315,48","-65.106.938,48","-4,93"
2024-10,"1.329.225.339,00","1.362.767.723,81","-33.542.384,81","-2,52"
2024-11,"1.403.540.404,00","1.407.016.327,17","-3.475.923,17","-0,25"
2024-12,"1.786.166.169,00","1.394.925.174,21","391.240.994,79","21,90"
2025-01,"1.647.409.932,00","1.420.781.273,91","226.628.658,09","13,76"
2025-02,"1.690.504.757,00","1.407.404.211,69","283.100.545,31","16,75"
2025-03,"1.354.706.892,00","1.437.361.977,34","-82.655.085,34","-6,10"
2025-04,"1.406.402.474,00","1.417.893.254,59","-11.490.780,59","-0,82"
2025-05,"1.511.922.987,00","1.446.900.080,73","65.022.906,27","4,30"
2025-06,"1.601.053.230,00","1.441.082.003,15","159.971.226,85","9,99"
2025-07,"1.403.570.843,00","1.496.530.687,09","-92.959.844,09","-6,62"
2025-08,"1.478.539.884,00","1.448.864.550,53","29.675.333,47","2,01"
