Mês,Real,Previsto,Erro,Erro %
2024-09,"2.395.747.213,00","2.460.674.434,87","-64.927.221,87","-2,71"
2024-10,"2.416.431.508,00","2.505.418.202,60","-88.986.694,60","-3,68"
2024-11,"2.480.280.554,00","2.539.843.181,27","-59.562.627,27","-2,40"
2024-12,"2.754.027.542,00","2.746.714.665,90","7.312.876,10","0,27"
2025-01,"3.096.967.904,00","2.803.507.752,72","293.460.151,28","9,48"
2025-02,"2.630.761.297,00","2.515.474.712,66","115.286.584,34","4,38"
2025-03,"2.511.845.099,00","2.543.422.408,57","-31.577.309,57","-1,26"
2025-04,"2.574.072.713,00","2.564.739.929,56","9.332.783,44","0,36"
2025-05,"2.493.985.602,00","2.560.577.055,17","-66.591.453,17","-2,67"
2025-06,"2.592.981.990,00","2.600.885.572,51","-7.903.582,51","-0,30"
2025-07,"2.531.436.263,00","2.577.289.550,18","-45.853.287,18","-1,81"
2025-08,"2.673.059.180,00","2.622.648.831,44","50.410.348,56","1,89"
