Mês,Real,Previsto,Erro,Erro %
2024-09,"351.828.596,70","378.693.154,63","-26.864.557,93","-7,64"
2024-10,"374.760.982,40","403.864.822,16","-29.103.839,76","-7,77"
2024-11,"480.460.171,50","496.270.976,23","-15.810.804,73","-3,29"
2024-12,"539.184.760,50","523.597.557,92","15.587.202,58","2,89"
2025-01,"469.921.964,10","490.452.369,27","-20.530.405,17","-4,37"
2025-02,"610.469.468,40","632.982.775,18","-22.513.306,78","-3,69"
2025-03,"406.086.334,10","413.174.992,28","-7.088.658,18","-1,75"
2025-04,"415.354.728,50","447.597.203,84","-32.242.475,34","-7,76"
2025-05,"527.313.163,30","497.978.304,70","29.334.858,60","5,56"
2025-06,"532.019.032,10","489.796.543,11","42.222.488,99","7,94"
2025-07,"332.091.895,20","373.220.357,26","-41.128.462,06","-12,38"
2025-08,"433.375.790,30","449.313.086,09","-15.937.295,79","-3,68"
