Mês,Real,Previsto,Erro,Erro %
2024-09,"761.148.147,50","825.157.692,84","-64.009.545,34","-8,41"
2024-10,"810.134.063,30","886.245.548,56","-76.111.485,26","-9,39"
2024-11,"1.040.174.414,00","1.071.286.824,25","-31.112.410,25","-2,99"
2024-12,"1.167.069.849,00","1.136.778.566,42","30.291.282,58","2,60"
2025-01,"1.039.396.517,00","1.100.337.870,46","-60.941.353,46","-5,86"
2025-02,"1.394.195.631,00","1.384.917.712,66","9.277.918,34","0,67"
2025-03,"918.254.010,50","924.132.588,08","-5.878.577,58","-0,64"
2025-04,"933.177.251,00","993.930.180,19","-60.752.929,19","-6,51"
2025-05,"1.190.330.125,00","1.105.556.366,31","84.773.758,69","7,12"
2025-06,"1.222.367.800,00","1.086.747.168,29","135.620.631,71","11,09"
2025-07,"750.520.110,90","836.954.520,25","-86.434.409,35","-11,52"
2025-08,"990.066.695,80","1.000.734.124,81","-10.667.429,01","-1,08"
