Mês,Real,Previsto,Erro,Erro %
2024-09,"524.241.647,10","562.682.309,38","-38.440.662,28","-7,33"
2024-10,"559.785.135,60","602.529.995,43","-42.744.859,83","-7,64"
2024-11,"714.277.514,50","722.919.079,08","-8.641.564,58","-1,21"
2024-12,"802.108.287,00","765.352.772,78","36.755.514,22","4,58"
2025-01,"727.509.470,70","736.648.717,30","-9.139.246,60","-1,26"
2025-02,"965.044.163,20","916.559.495,05","48.484.668,15","5,02"
2025-03,"637.787.140,50","611.724.365,14","26.062.775,36","4,09"
2025-04,"649.603.732,20","657.262.043,69","-7.658.311,49","-1,18"
2025-05,"827.253.658,80","732.239.032,20","95.014.626,60","11,49"
2025-06,"844.359.731,30","708.996.903,69","135.362.827,61","16,03"
2025-07,"521.384.984,90","552.064.123,70","-30.679.138,80","-5,88"
2025-08,"685.235.336,60","653.807.396,07","31.427.940,53","4,59"
