Mês,Real,Previsto,Erro,Erro %
2024-09,"1.049.072.569,00","1.234.961.702,08","-185.889.133,08","-17,72"
2024-10,"1.098.452.566,00","1.246.881.056,48","-148.428.490,48","-13,51"
2024-11,"1.249.757.348,00","1.256.151.653,32","-6.394.305,32","-0,51"
2024-12,"2.623.058.365,00","1.256.404.469,91","1.366.653.895,09","52,10"
2025-01,"1.290.077.956,00","1.254.248.701,96","35.829.254,04","2,78"
2025-02,"1.492.509.863,00","1.257.163.356,59","235.346.506,41","15,77"
2025-03,"1.292.023.574,00","1.255.404.345,19","36.619.228,81","2,83"
2025-04,"1.271.361.423,00","1.254.504.904,72","16.856.518,28","1,33"
2025-05,"1.732.970.514,00","1.253.410.267,35","479.560.246,65","27,67"
2025-06,"1.387.677.584,00","1.251.736.320,08","135.941.263,92","9,80"
2025-07,"1.162.770.065,00","1.248.894.359,09","-86.124.294,09","-7,41"
2025-08,"1.261.422.811,00","1.253.928.899,08","7.493.911,92","0,59"
