Mês,Real,Previsto,Erro,Erro %
2024-09,"6.667.459.042,00","6.728.231.476,75","-60.772.434,75","-0,91"
2024-10,"8.402.628.823,00","6.514.628.903,29","1.887.999.919,71","22,47"
2024-11,"9.877.449.970,00","10.185.911.710,11","-308.461.740,11","-3,12"
2024-12,"7.522.996.240,00","7.727.805.213,09","-204.808.973,09","-2,72"
2025-01,"8.026.404.144,00","7.206.453.240,74","819.950.903,26","10,22"
2025-02,"11.463.266.820,00","9.719.449.376,28","1.743.817.443,72","15,21"
2025-03,"7.126.040.492,00","7.167.049.890,30","-41.009.398,30","-0,58"
2025-04,"7.207.540.736,00","6.815.587.322,76","391.953.413,24","5,44"
2025-05,"10.507.506.210,00","9.728.632.218,25","778.873.991,75","7,41"
2025-06,"7.552.810.038,00","6.605.752.419,49","947.057.618,51","12,54"
2025-07,"6.765.565.304,00","6.718.322.958,25","47.242.345,75","0,70"
2025-08,"9.406.934.755,00","10.906.296.063,13","-1.499.361.308,13","-15,94"
