Mês,Real,Previsto,Erro,Erro %
2024-09,"4.740.467.372,00","5.581.548.438,74","-841.081.066,74","-17,74"
2024-10,"4.969.469.740,00","5.701.253.509,62","-731.783.769,62","-14,73"
2024-11,"5.373.858.308,00","5.816.725.033,36","-442.866.725,36","-8,24"
2024-12,"6.233.991.921,00","6.440.520.488,62","-206.528.567,62","-3,31"
2025-01,"6.151.906.620,00","5.795.010.166,85","356.896.453,15","5,80"
2025-02,"5.787.001.244,00","5.992.900.657,01","-205.899.413,01","-3,56"
2025-03,"4.862.606.565,00","5.657.277.528,73","-794.670.963,73","-16,34"
2025-04,"5.084.983.004,00","5.969.418.317,19","-884.435.313,19","-17,39"
2025-05,"5.682.667.470,00","6.148.904.310,21","-466.236.840,21","-8,20"
2025-06,"5.645.766.724,00","6.042.303.305,88","-396.536.581,88","-7,02"
2025-07,"5.152.174.092,00","6.045.632.550,04","-893.458.458,04","-17,34"
2025-08,"5.471.775.869,00","6.264.447.047,73","-792.671.178,73","-14,49"
