Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),42538844.45612169,"42.538.844,46"
MAE (Mean Absolute Error),25973686.723519225,"25.973.686,72"
MAPE (Mean Absolute % Error),668.0504239213138,"668,05"
