Mês,Real,Previsto,Erro,Erro %
2024-09,"1.799.498.584,00","1.861.542.399,13","-62.043.815,13","-3,45"
2024-10,"1.963.916.707,00","1.938.511.468,76","25.405.238,24","1,29"
2024-11,"2.070.929.691,00","1.998.623.722,05","72.305.968,95","3,49"
2024-12,"2.380.801.039,00","2.275.293.377,58","105.507.661,42","4,43"
2025-01,"2.106.052.868,00","1.973.634.296,80","132.418.571,20","6,29"
2025-02,"2.517.856.231,00","2.079.141.121,84","438.715.109,16","17,42"
2025-03,"1.857.640.830,00","1.928.998.376,58","-71.357.546,58","-3,84"
2025-04,"2.173.566.895,00","1.941.293.934,63","232.272.960,37","10,69"
2025-05,"2.211.735.848,00","2.093.123.697,38","118.612.150,62","5,36"
2025-06,"2.269.148.694,00","2.033.137.774,67","236.010.919,33","10,40"
2025-07,"1.958.234.389,00","1.995.427.262,54","-37.192.873,54","-1,90"
2025-08,"2.314.340.596,00","2.073.645.798,86","240.694.797,14","10,40"
