Mês,Real,Previsto,Erro,Erro %
2024-09,"488.761.382,00","525.016.679,93","-36.255.297,93","-7,42"
2024-10,"523.939.689,00","566.006.605,34","-42.066.916,34","-8,03"
2024-11,"663.511.601,10","679.118.242,38","-15.606.641,28","-2,35"
2024-12,"745.885.875,30","722.730.846,69","23.155.028,61","3,10"
2025-01,"703.101.230,80","714.217.134,36","-11.115.903,56","-1,58"
2025-02,"937.921.682,00","879.637.975,24","58.283.706,76","6,21"
2025-03,"618.787.925,90","592.082.925,29","26.705.000,61","4,32"
2025-04,"629.540.897,50","634.967.689,35","-5.426.791,85","-0,86"
2025-05,"802.369.175,30","711.242.966,76","91.126.208,54","11,36"
2025-06,"821.488.755,80","688.712.659,03","132.776.096,77","16,16"
2025-07,"505.804.302,70","527.954.555,90","-22.150.253,20","-4,38"
2025-08,"666.014.252,60","627.703.510,08","38.310.742,52","5,75"
