Mês,Valores_Previstos
2025-09,"5.061.975.128,51"
2025-10,"4.960.249.033,63"
2025-11,"5.173.386.993,94"
2025-12,"6.268.493.542,99"
2026-01,"5.360.107.614,56"
2026-02,"4.927.488.363,69"
2026-03,"5.049.698.594,73"
2026-04,"5.650.729.249,51"
2026-05,"5.137.881.129,60"
2026-06,"5.454.128.298,88"
2026-07,"5.259.701.879,05"
2026-08,"5.206.425.017,91"
