Mês,Real,Previsto,Erro,Erro %
2024-09,"16.095.505,06","18.130.592,03","-2.035.086,97","-12,64"
2024-10,"20.286.331,80","17.554.432,79","2.731.899,01","13,47"
2024-11,"17.868.623,10","18.765.795,74","-897.172,64","-5,02"
2024-12,"28.626.729,87","21.508.055,72","7.118.674,15","24,87"
2025-01,"21.974.567,53","18.325.190,38","3.649.377,15","16,61"
2025-02,"17.491.030,65","17.651.948,13","-160.917,48","-0,92"
2025-03,"18.135.390,45","18.513.812,84","-378.422,39","-2,09"
2025-04,"10.219.022,17","18.723.432,52","-8.504.410,35","-83,22"
2025-05,"10.493.857,32","19.008.281,19","-8.514.423,87","-81,14"
2025-06,"16.793.606,97","18.887.851,93","-2.094.244,96","-12,47"
2025-07,"15.446.532,10","19.016.415,50","-3.569.883,40","-23,11"
2025-08,"18.595.031,93","19.575.081,05","-980.049,12","-5,27"
