Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),28542410.94342009,"28.542.410,94"
MAE (Mean Absolute Error),16511526.296489755,"16.511.526,30"
MAPE (Mean Absolute % Error),10.491395074235479,"10,49"
