Mês,Real,Previsto,Erro,Erro %
2024-09,"38.657.827,16","38.130.495,35","527.331,81","1,36"
2024-10,"41.827.113,83","38.818.990,43","3.008.123,40","7,19"
2024-11,"24.710.245,13","39.791.652,22","-15.081.407,09","-61,03"
2024-12,"61.972.479,72","40.580.507,59","21.391.972,13","34,52"
2025-01,"36.609.653,80","42.103.085,38","-5.493.431,58","-15,01"
2025-02,"40.644.144,00","38.610.850,52","2.033.293,48","5,00"
2025-03,"41.719.554,23","40.929.794,18","789.760,05","1,89"
2025-04,"33.976.008,51","43.190.206,92","-9.214.198,41","-27,12"
2025-05,"34.213.684,81","39.995.945,24","-5.782.260,43","-16,90"
2025-06,"38.721.906,77","41.258.561,20","-2.536.654,43","-6,55"
2025-07,"36.582.464,77","41.434.553,48","-4.852.088,71","-13,26"
2025-08,"38.000.985,66","41.517.531,67","-3.516.546,01","-9,25"
