Mês,Valores_Previstos
2025-09,"278.962.740,95"
2025-10,"310.135.606,92"
2025-11,"413.458.006,35"
2025-12,"434.876.044,48"
2026-01,"436.482.118,64"
2026-02,"442.392.028,34"
2026-03,"396.704.067,68"
2026-04,"421.319.646,34"
2026-05,"437.722.561,58"
2026-06,"433.301.024,79"
2026-07,"299.541.728,99"
2026-08,"345.479.758,79"
