Mês,Valores_Previstos
2025-09,"85.492.025,14"
2025-10,"148.926.228,04"
2025-11,"191.821.718,84"
2025-12,"201.871.003,52"
2026-01,"76.296.811,47"
2026-02,"71.799.094,64"
2026-03,"70.290.732,66"
2026-04,"78.236.743,87"
2026-05,"90.384.793,68"
2026-06,"93.776.762,25"
2026-07,"95.938.678,37"
2026-08,"82.642.250,44"
