Mês,Real,Previsto,Erro,Erro %
2024-09,"192.019.703,10","186.405.466,44","5.614.236,66","2,92"
2024-10,"190.831.285,80","170.158.588,11","20.672.697,69","10,83"
2024-11,"187.810.067,80","189.627.322,92","-1.817.255,12","-0,97"
2024-12,"316.895.720,70","214.419.458,62","102.476.262,08","32,34"
2025-01,"131.511.502,40","137.006.075,19","-5.494.572,79","-4,18"
2025-02,"131.729.160,60","149.903.692,55","-18.174.531,95","-13,80"
2025-03,"172.557.079,40","180.546.296,04","-7.989.216,64","-4,63"
2025-04,"174.315.922,80","174.339.450,26","-23.527,46","-0,01"
2025-05,"161.065.592,60","178.037.930,93","-16.972.338,33","-10,54"
2025-06,"197.368.074,50","180.343.252,95","17.024.821,55","8,63"
2025-07,"174.418.371,10","190.145.914,95","-15.727.543,85","-9,02"
2025-08,"158.276.134,80","182.821.423,79","-24.545.288,99","-15,51"
