Mês,Valores_Previstos
2025-09,"4.461.581.404,92"
2025-10,"4.484.107.651,68"
2025-11,"4.493.966.929,55"
2025-12,"4.496.221.511,44"
2026-01,"4.495.700.239,68"
2026-02,"4.494.772.258,53"
2026-03,"4.495.508.106,35"
2026-04,"4.497.611.460,72"
2026-05,"4.500.112.847,50"
2026-06,"4.500.385.161,43"
2026-07,"4.500.017.987,78"
2026-08,"4.500.093.405,82"
