Mês,Valores_Previstos
2025-09,"1.269.402.935,67"
2025-10,"1.350.063.863,64"
2025-11,"1.665.425.050,06"
2025-12,"1.834.269.905,95"
2026-01,"1.733.736.864,25"
2026-02,"2.236.846.073,90"
2026-03,"1.527.279.508,88"
2026-04,"1.571.515.622,44"
2026-05,"1.900.119.558,31"
2026-06,"1.936.752.836,62"
2026-07,"1.302.942.283,75"
2026-08,"1.631.592.719,33"
