Mês,Real,Previsto,Erro,Erro %
2024-09,"158.502.298,60","170.623.101,99","-12.120.803,39","-7,65"
2024-10,"169.659.525,20","182.540.322,75","-12.880.797,55","-7,59"
2024-11,"215.470.787,00","220.727.555,42","-5.256.768,42","-2,44"
2024-12,"242.124.273,70","235.790.114,58","6.334.159,12","2,62"
2025-01,"231.614.362,60","223.482.857,29","8.131.505,31","3,51"
2025-02,"318.135.098,50","274.947.843,83","43.187.254,67","13,58"
2025-03,"208.024.280,80","182.913.091,91","25.111.188,89","12,07"
2025-04,"210.402.757,00","198.505.708,78","11.897.048,22","5,65"
2025-05,"269.321.576,10","220.821.544,35","48.500.031,75","18,01"
2025-06,"280.133.182,60","212.022.538,30","68.110.644,30","24,31"
2025-07,"169.956.273,00","169.166.125,33","790.147,67","0,46"
2025-08,"225.971.262,20","198.516.388,23","27.454.873,97","12,15"
