Mês,Real,Previsto,Erro,Erro %
2024-09,"62.161.029,01","49.410.867,65","12.750.161,36","20,51"
2024-10,"62.291.226,25","62.435.214,21","-143.987,96","-0,23"
2024-11,"68.979.282,04","56.996.004,92","11.983.277,12","17,37"
2024-12,"127.463.558,00","101.100.790,75","26.362.767,25","20,68"
2025-01,"45.695.309,64","46.150.527,58","-455.217,94","-1,00"
2025-02,"53.781.143,94","60.549.180,40","-6.768.036,46","-12,58"
2025-03,"58.668.170,81","62.282.202,11","-3.614.031,30","-6,16"
2025-04,"59.560.220,89","59.551.178,52","9.042,37","0,02"
2025-05,"62.636.069,61","62.278.578,86","357.490,75","0,57"
2025-06,"62.973.111,91","61.859.786,89","1.113.325,02","1,77"
2025-07,"72.539.087,73","60.271.732,56","12.267.355,17","16,91"
2025-08,"58.783.256,03","64.937.887,41","-6.154.631,38","-10,47"
