Mês,Real,Previsto,Erro,Erro %
2024-09,"1.804.426.961,00","1.826.899.037,02","-22.472.076,02","-1,25"
2024-10,"1.760.063.091,00","1.863.890.623,33","-103.827.532,33","-5,90"
2024-11,"1.905.958.088,00","1.945.796.095,71","-39.838.007,71","-2,09"
2024-12,"2.361.768.454,00","2.107.774.205,79","253.994.248,21","10,75"
2025-01,"2.297.281.628,00","2.023.349.398,22","273.932.229,78","11,92"
2025-02,"2.240.636.480,00","2.096.339.148,31","144.297.331,69","6,44"
2025-03,"1.815.434.839,00","1.940.571.058,79","-125.136.219,79","-6,89"
2025-04,"1.898.681.528,00","1.997.394.611,18","-98.713.083,18","-5,20"
2025-05,"2.021.045.966,00","2.053.868.719,03","-32.822.753,03","-1,62"
2025-06,"2.140.340.163,00","2.073.183.022,05","67.157.140,95","3,14"
2025-07,"1.862.309.922,00","2.038.489.221,94","-176.179.299,94","-9,46"
2025-08,"1.999.908.525,00","2.033.546.010,41","-33.637.485,41","-1,68"
