Mês,Real,Previsto,Erro,Erro %
2024-09,"158.502.298,60","174.489.893,97","-15.987.595,37","-10,09"
2024-10,"169.659.525,20","183.083.146,62","-13.423.621,42","-7,91"
2024-11,"215.470.787,00","219.786.703,49","-4.315.916,49","-2,00"
2024-12,"242.124.273,70","234.140.697,74","7.983.575,96","3,30"
2025-01,"231.614.362,60","224.673.891,44","6.940.471,16","3,00"
2025-02,"318.135.098,50","281.951.239,54","36.183.858,96","11,37"
2025-03,"208.024.280,80","197.149.780,27","10.874.500,53","5,23"
2025-04,"210.402.757,00","208.302.757,44","2.099.999,56","1,00"
2025-05,"269.321.576,10","230.596.271,01","38.725.305,09","14,38"
2025-06,"280.133.182,60","234.270.536,89","45.862.645,71","16,37"
2025-07,"169.956.273,00","177.631.391,91","-7.675.118,91","-4,52"
2025-08,"225.971.262,20","207.854.433,25","18.116.828,95","8,02"
