Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),30062648.394253746,"30.062.648,39"
MAE (Mean Absolute Error),24414717.168418527,"24.414.717,17"
MAPE (Mean Absolute % Error),19.535945161754285,"19,54"
