Mês,Real,Previsto,Erro,Erro %
2024-09,"377.795.975,00","312.941.745,34","64.854.229,66","17,17"
2024-10,"360.652.472,70","367.514.615,17","-6.862.142,47","-1,90"
2024-11,"182.023.025,80","195.428.752,38","-13.405.726,58","-7,36"
2024-12,"136.577.007,20","156.614.355,65","-20.037.348,45","-14,67"
2025-01,"367.939.065,00","352.280.542,08","15.658.522,92","4,26"
2025-02,"385.683.274,90","354.087.618,36","31.595.656,54","8,19"
2025-03,"440.580.704,70","384.257.850,95","56.322.853,75","12,78"
2025-04,"441.575.325,40","456.059.877,01","-14.484.551,61","-3,28"
2025-05,"408.306.469,60","413.686.940,75","-5.380.471,15","-1,32"
2025-06,"460.993.754,30","381.248.296,20","79.745.458,10","17,30"
2025-07,"450.274.200,30","440.707.710,73","9.566.489,57","2,12"
2025-08,"378.645.833,80","371.411.588,30","7.234.245,50","1,91"
