Mês,Real,Previsto,Erro,Erro %
2024-09,"2.861.228.041,00","3.042.794.211,84","-181.566.170,84","-6,35"
2024-10,"2.935.157.692,00","3.088.501.697,93","-153.344.005,93","-5,22"
2024-11,"2.852.437.892,00","3.090.630.305,94","-238.192.413,94","-8,35"
2024-12,"3.787.715.907,00","3.653.315.131,49","134.400.775,51","3,55"
2025-01,"2.922.904.385,00","3.031.777.853,09","-108.873.468,09","-3,72"
2025-02,"3.258.026.124,00","3.279.288.813,03","-21.262.689,03","-0,65"
2025-03,"2.830.238.279,00","3.048.058.581,06","-217.820.302,06","-7,70"
2025-04,"2.870.140.672,00","3.042.891.147,36","-172.750.475,36","-6,02"
2025-05,"3.833.766.548,00","3.559.544.839,26","274.221.708,74","7,15"
2025-06,"3.194.063.117,00","3.340.494.618,48","-146.431.501,48","-4,58"
2025-07,"3.330.865.936,00","3.228.541.198,96","102.324.737,04","3,07"
2025-08,"3.114.070.762,00","3.217.226.822,95","-103.156.060,95","-3,31"
