Mês,Valores_Previstos
2025-09,"1.679.986.434,46"
2025-10,"1.759.617.554,48"
2025-11,"1.859.011.893,39"
2025-12,"2.029.808.453,49"
2026-01,"1.919.308.458,59"
2026-02,"1.978.217.850,78"
2026-03,"1.779.265.578,64"
2026-04,"1.831.686.704,91"
2026-05,"1.932.876.210,30"
2026-06,"1.933.362.645,49"
2026-07,"1.816.375.969,51"
2026-08,"1.912.935.116,59"
