Mês,Real,Previsto,Erro,Erro %
2024-09,"1.321.322.377,00","1.451.950.057,40","-130.627.680,40","-9,89"
2024-10,"1.329.225.339,00","1.474.682.958,97","-145.457.619,97","-10,94"
2024-11,"1.403.540.404,00","1.504.063.843,23","-100.523.439,23","-7,16"
2024-12,"1.786.166.169,00","1.514.756.503,96","271.409.665,04","15,20"
2025-01,"1.647.409.932,00","1.511.427.793,27","135.982.138,73","8,25"
2025-02,"1.690.504.757,00","1.509.912.441,52","180.592.315,48","10,68"
2025-03,"1.354.706.892,00","1.508.941.972,57","-154.235.080,57","-11,39"
2025-04,"1.406.402.474,00","1.505.748.591,83","-99.346.117,83","-7,06"
2025-05,"1.511.922.987,00","1.513.689.616,32","-1.766.629,32","-0,12"
2025-06,"1.601.053.230,00","1.515.765.759,17","85.287.470,83","5,33"
2025-07,"1.403.570.843,00","1.512.469.083,86","-108.898.240,86","-7,76"
2025-08,"1.478.539.884,00","1.519.564.749,29","-41.024.865,29","-2,77"
